UID,Recomend
9456,"[[50], [50, 29, 36, 35, 53, 27, 32, 66, 69, 1]]"
9457,"[[65], [65, 31, 29, 100, 27, 81, 50, 83, 53, 21]]"
9458,"[[71], [71, 50, 87, 89, 72, 85, 88, 93, 81, 37]]"
9459,"[[50], [50, 36, 89, 32, 53, 62, 69, 88, 35, 96]]"
9460,"[[50], [50, 89, 29, 32, 36, 35, 53, 54, 69, 66]]"
9461,"[[89], [89, 54, 91, 72, 83, 81, 50, 65, 32, 53]]"
9462,"[[7], [7, 50, 89, 29, 95, 35, 32, 72, 36, 27]]"
9463,"[[49], [49, 72, 100, 62, 83, 42, 89, 98, 39, 68]]"
9464,"[[89], [89, 91, 62, 66, 88, 50, 68, 87, 97, 72]]"
9465,"[[54], [54, 62, 48, 47, 49, 63, 89, 28, 68, 97]]"
9466,"[[29], [29, 50, 53, 49, 42, 14, 56, 21, 35, 26]]"
9467,"[[97], [97, 50, 94, 10, 54, 29, 36, 86, 46, 89]]"
9468,"[[62], [62, 89, 68, 32, 66, 49, 61, 28, 27, 72]]"
9469,"[[15], [15, 10, 50, 1, 8, 29, 2, 60, 89, 36]]"
9470,"[[50], [50, 27, 36, 61, 62, 32, 6, 72, 53, 89]]"
9471,"[[31], [31, 50, 27, 36, 53, 29, 54, 69, 35, 32]]"
9472,"[[65], [65, 54, 31, 83, 49, 6, 61, 72, 11, 14]]"
9473,"[[54], [54, 89, 53, 32, 49, 62, 65, 50, 36, 27]]"
9474,"[[10], [10, 22, 87, 25, 6, 45, 88, 38, 46, 78]]"
9475,"[[62], [62, 32, 49, 89, 90, 68, 47, 72, 82, 28]]"
9476,"[[29], [29, 50, 54, 35, 65, 2, 46, 53, 49, 36]]"
9477,"[[50], [50, 29, 36, 7, 53, 32, 46, 21, 35, 27]]"
9478,"[[62], [62, 68, 19, 89, 32, 20, 90, 7, 49, 93]]"
9479,"[[50], [50, 31, 36, 53, 25, 56, 27, 21, 10, 6]]"
9480,"[[94], [94, 97, 86, 91, 95, 76, 96, 75, 67, 83]]"
9481,"[[23], [23, 47, 89, 78, 62, 73, 76, 6, 70, 57]]"
9482,"[[10], [10, 22, 50, 38, 36, 29, 56, 46, 25, 35]]"
9483,"[[60], [60, 50, 97, 15, 41, 36, 10, 1, 94, 62]]"
9484,"[[10], [10, 44, 1, 94, 23, 60, 67, 57, 25, 3]]"
9485,"[[29], [29, 7, 89, 50, 83, 72, 2, 97, 35, 53]]"
9486,"[[65], [65, 21, 98, 42, 100, 14, 34, 83, 53, 39]]"
9487,"[[62], [62, 49, 50, 68, 42, 54, 53, 21, 32, 66]]"
9488,"[[50], [50, 36, 32, 10, 61, 27, 31, 62, 89, 54]]"
9489,"[[7], [7, 89, 81, 91, 50, 95, 87, 29, 97, 88]]"
9490,"[[73], [73, 27, 61, 6, 78, 31, 53, 29, 50, 32]]"
9491,"[[12], [12, 70, 47, 34, 6, 62, 39, 26, 14, 45]]"
9492,"[[53], [53, 32, 49, 27, 54, 65, 50, 62, 68, 31]]"
9493,"[[89], [89, 62, 32, 68, 49, 50, 54, 36, 53, 66]]"
9494,"[[31], [31, 49, 21, 39, 61, 27, 100, 14, 12, 52]]"
9495,"[[31], [31, 21, 100, 27, 50, 11, 49, 40, 39, 53]]"
9496,"[[10], [10, 1, 86, 94, 50, 29, 81, 44, 36, 35]]"
9497,"[[68], [68, 62, 49, 50, 54, 27, 66, 53, 36, 69]]"
9498,"[[25], [25, 22, 31, 23, 6, 50, 21, 27, 40, 61]]"
9499,"[[10], [10, 27, 18, 5, 36, 35, 50, 16, 31, 66]]"
9500,"[[11], [11, 41, 21, 29, 100, 3, 75, 54, 7, 40]]"
9501,"[[65], [65, 54, 50, 49, 31, 36, 32, 27, 14, 62]]"
9502,"[[50], [50, 66, 62, 10, 35, 49, 68, 36, 53, 46]]"
9503,"[[14], [14, 65, 10, 55, 53, 50, 22, 25, 21, 12]]"
9504,"[[14], [14, 6, 3, 25, 12, 9, 62, 55, 47, 11]]"
9505,"[[53], [53, 50, 32, 89, 49, 72, 54, 65, 62, 27]]"
9506,"[[50], [50, 48, 49, 29, 62, 68, 54, 32, 42, 56]]"
9507,"[[27], [27, 50, 35, 36, 66, 32, 61, 62, 31, 54]]"
9508,"[[36], [36, 31, 27, 10, 1, 100, 50, 29, 22, 60]]"
9509,"[[54], [54, 61, 76, 27, 89, 32, 31, 72, 78, 62]]"
9510,"[[89], [89, 50, 21, 42, 83, 62, 53, 72, 31, 65]]"
9511,"[[55], [55, 9, 62, 67, 94, 10, 54, 46, 6, 47]]"
9512,"[[89], [89, 97, 62, 47, 71, 63, 68, 28, 93, 96]]"
9513,"[[62], [62, 48, 40, 49, 50, 11, 68, 32, 28, 66]]"
9514,"[[89], [89, 32, 49, 53, 72, 54, 76, 68, 50, 78]]"
9515,"[[91], [91, 81, 88, 97, 94, 86, 89, 76, 75, 96]]"
9516,"[[5], [5, 89, 32, 18, 36, 50, 19, 7, 27, 62]]"
9517,"[[50], [50, 29, 89, 8, 36, 15, 27, 32, 35, 81]]"
9518,"[[50], [50, 35, 40, 41, 21, 29, 63, 39, 48, 23]]"
9519,"[[50], [50, 32, 36, 62, 61, 60, 49, 54, 56, 31]]"
9520,"[[89], [89, 62, 50, 36, 93, 68, 49, 32, 72, 60]]"
9521,"[[7], [7, 50, 29, 35, 32, 36, 60, 2, 53, 89]]"
9522,"[[29], [29, 50, 89, 54, 53, 83, 35, 32, 49, 93]]"
9523,"[[89], [89, 76, 72, 32, 78, 62, 50, 94, 53, 91]]"
9524,"[[5], [5, 27, 11, 36, 89, 3, 10, 40, 35, 62]]"
9525,"[[83], [83, 98, 72, 42, 14, 21, 76, 65, 53, 50]]"
9526,"[[55], [55, 60, 67, 41, 46, 10, 65, 81, 100, 64]]"
9527,"[[50], [50, 36, 62, 27, 32, 53, 49, 89, 68, 54]]"
9528,"[[81], [81, 55, 31, 100, 91, 27, 89, 87, 94, 67]]"
9529,"[[50], [50, 97, 62, 89, 76, 72, 53, 29, 32, 69]]"
9530,"[[1], [1, 10, 50, 2, 29, 60, 25, 44, 38, 71]]"
9531,"[[49], [49, 83, 29, 50, 53, 54, 32, 72, 68, 89]]"
9532,"[[50], [50, 72, 35, 53, 89, 29, 32, 87, 83, 76]]"
9533,"[[50], [50, 89, 35, 36, 29, 91, 18, 62, 10, 93]]"
9534,"[[100], [100, 5, 21, 73, 51, 78, 31, 3, 72, 98]]"
9535,"[[89], [89, 47, 72, 76, 62, 54, 83, 65, 49, 68]]"
9536,"[[60], [60, 48, 62, 97, 89, 1, 49, 28, 94, 10]]"
9537,"[[48], [48, 62, 47, 68, 28, 12, 49, 40, 66, 63]]"
9538,"[[50], [50, 29, 27, 36, 66, 35, 1, 87, 85, 31]]"
9539,"[[89], [89, 91, 32, 54, 97, 29, 50, 8, 62, 83]]"
9540,"[[29], [29, 50, 7, 10, 36, 35, 5, 8, 2, 65]]"
9541,"[[50], [50, 29, 62, 36, 56, 66, 35, 32, 68, 49]]"
9542,"[[83], [83, 72, 98, 42, 39, 89, 21, 49, 87, 53]]"
9543,"[[32], [32, 89, 62, 68, 54, 50, 27, 93, 35, 49]]"
9544,"[[11], [11, 29, 27, 31, 36, 50, 5, 61, 65, 3]]"
9545,"[[50], [50, 98, 100, 97, 49, 29, 48, 36, 89, 99]]"
9546,"[[29], [29, 50, 36, 21, 35, 27, 53, 31, 81, 42]]"
9547,"[[32], [32, 53, 54, 50, 72, 62, 35, 27, 65, 89]]"
9548,"[[98], [98, 72, 83, 89, 78, 50, 76, 87, 81, 93]]"
9549,"[[50], [50, 27, 35, 36, 53, 29, 72, 32, 69, 66]]"
9550,"[[81], [81, 49, 50, 46, 85, 32, 31, 48, 22, 11]]"
9551,"[[61], [61, 89, 50, 36, 32, 62, 27, 54, 53, 93]]"
9552,"[[29], [29, 50, 35, 53, 31, 14, 65, 27, 69, 12]]"
9553,"[[22], [22, 10, 41, 11, 38, 46, 51, 40, 34, 6]]"
9554,"[[89], [89, 62, 50, 35, 32, 68, 36, 29, 49, 66]]"
9555,"[[1], [1, 81, 10, 8, 55, 2, 91, 64, 22, 60]]"
9556,"[[97], [97, 15, 89, 7, 29, 8, 60, 71, 50, 90]]"
9557,"[[81], [81, 50, 21, 27, 89, 53, 76, 36, 72, 29]]"
9558,"[[62], [62, 27, 61, 89, 55, 28, 47, 68, 78, 31]]"
9559,"[[50], [50, 91, 54, 53, 89, 97, 81, 94, 67, 96]]"
9560,"[[82], [82, 72, 83, 49, 62, 84, 90, 47, 78, 68]]"
9561,"[[10], [10, 94, 95, 23, 60, 91, 38, 55, 86, 67]]"
9562,"[[89], [89, 50, 72, 62, 53, 49, 83, 93, 35, 69]]"
9563,"[[62], [62, 61, 68, 49, 54, 32, 6, 66, 31, 89]]"
9564,"[[31], [31, 65, 50, 36, 27, 69, 35, 29, 53, 61]]"
9565,"[[49], [49, 62, 47, 28, 48, 68, 56, 63, 54, 38]]"
9566,"[[18], [18, 16, 67, 10, 94, 5, 55, 62, 86, 19]]"
9567,"[[89], [89, 62, 87, 66, 50, 88, 72, 35, 68, 54]]"
9568,"[[50], [50, 53, 36, 32, 35, 10, 81, 27, 62, 29]]"
9569,"[[94], [94, 6, 22, 14, 55, 46, 47, 10, 70, 62]]"
9570,"[[7], [7, 50, 89, 29, 35, 32, 62, 95, 36, 93]]"
9571,"[[54], [54, 62, 49, 68, 50, 27, 32, 48, 47, 72]]"
9572,"[[3], [3, 1, 2, 12, 14, 25, 26, 70, 38, 11]]"
9573,"[[65], [65, 27, 61, 31, 66, 53, 50, 49, 35, 21]]"
9574,"[[62], [62, 89, 19, 47, 68, 49, 28, 32, 54, 97]]"
9575,"[[22], [22, 65, 29, 46, 10, 50, 36, 54, 34, 53]]"
9576,"[[10], [10, 60, 55, 9, 94, 97, 38, 62, 86, 44]]"
9577,"[[21], [21, 11, 27, 31, 62, 49, 40, 34, 65, 36]]"
9578,"[[54], [54, 62, 32, 47, 28, 68, 49, 48, 66, 11]]"
9579,"[[94], [94, 55, 89, 86, 9, 62, 10, 97, 88, 32]]"
9580,"[[80], [80, 76, 73, 27, 78, 72, 89, 53, 65, 61]]"
9581,"[[83], [83, 89, 91, 65, 36, 10, 87, 27, 53, 50]]"
9582,"[[18], [18, 15, 10, 8, 50, 1, 41, 7, 29, 60]]"
9583,"[[100], [100, 31, 21, 27, 61, 51, 52, 36, 39, 11]]"
9584,"[[89], [89, 93, 62, 47, 54, 100, 68, 72, 49, 61]]"
9585,"[[89], [89, 47, 32, 54, 29, 50, 93, 62, 35, 14]]"
9586,"[[8], [8, 7, 15, 50, 10, 29, 18, 36, 35, 89]]"
9587,"[[11], [11, 10, 3, 50, 36, 1, 27, 21, 29, 40]]"
9588,"[[78], [78, 73, 77, 80, 71, 79, 72, 76, 47, 70]]"
9589,"[[100], [100, 27, 50, 65, 31, 21, 85, 29, 54, 36]]"
9590,"[[62], [62, 32, 61, 89, 53, 50, 36, 6, 66, 68]]"
9591,"[[76], [76, 72, 89, 78, 27, 83, 73, 50, 81, 91]]"
9592,"[[47], [47, 14, 28, 34, 42, 39, 62, 70, 77, 54]]"
9593,"[[65], [65, 14, 34, 22, 83, 42, 26, 21, 53, 67]]"
9594,"[[1], [1, 89, 50, 3, 45, 11, 32, 54, 36, 2]]"
9595,"[[32], [32, 54, 53, 50, 49, 42, 65, 29, 62, 21]]"
9596,"[[81], [81, 50, 87, 27, 5, 72, 89, 83, 35, 76]]"
9597,"[[60], [60, 7, 10, 15, 8, 3, 36, 89, 64, 48]]"
9598,"[[57], [57, 44, 23, 10, 9, 18, 20, 16, 91, 89]]"
9599,"[[75], [75, 76, 72, 89, 91, 94, 92, 83, 78, 95]]"
9600,"[[11], [11, 31, 6, 27, 65, 12, 62, 50, 21, 34]]"
9601,"[[53], [53, 32, 50, 65, 27, 29, 54, 89, 35, 36]]"
9602,"[[29], [29, 50, 31, 35, 49, 36, 27, 32, 54, 81]]"
9603,"[[14], [14, 12, 26, 31, 29, 2, 69, 56, 50, 54]]"
9604,"[[66], [66, 49, 100, 65, 50, 31, 40, 48, 21, 61]]"
9605,"[[32], [32, 89, 62, 61, 27, 68, 54, 36, 78, 19]]"
9606,"[[62], [62, 28, 68, 48, 20, 94, 84, 86, 23, 66]]"
9607,"[[83], [83, 53, 98, 50, 89, 14, 72, 21, 65, 42]]"
9608,"[[81], [81, 87, 49, 62, 80, 78, 89, 72, 88, 61]]"
9609,"[[89], [89, 32, 62, 50, 68, 53, 36, 35, 93, 49]]"
9610,"[[89], [89, 27, 50, 87, 72, 36, 93, 98, 13, 35]]"
9611,"[[50], [50, 53, 65, 72, 42, 76, 97, 29, 14, 46]]"
9612,"[[3], [3, 44, 10, 91, 50, 100, 57, 85, 87, 27]]"
9613,"[[94], [94, 86, 16, 18, 89, 91, 88, 60, 55, 10]]"
9614,"[[48], [48, 62, 49, 56, 54, 68, 28, 50, 32, 63]]"
9615,"[[73], [73, 80, 100, 78, 6, 72, 76, 89, 31, 61]]"
9616,"[[100], [100, 73, 78, 80, 5, 81, 98, 51, 76, 72]]"
9617,"[[78], [78, 41, 50, 72, 76, 85, 27, 73, 89, 22]]"
9618,"[[50], [50, 29, 35, 53, 56, 2, 36, 69, 14, 42]]"
9619,"[[62], [62, 39, 49, 14, 21, 65, 42, 47, 28, 12]]"
9620,"[[89], [89, 19, 78, 49, 32, 50, 72, 62, 42, 99]]"
9621,"[[29], [29, 50, 32, 49, 54, 89, 53, 62, 35, 36]]"
9622,"[[98], [98, 21, 100, 83, 4, 14, 11, 7, 42, 50]]"
9623,"[[89], [89, 62, 88, 97, 93, 32, 50, 63, 96, 36]]"
9624,"[[89], [89, 91, 98, 5, 19, 11, 83, 100, 93, 27]]"
9625,"[[27], [27, 50, 36, 31, 29, 100, 53, 35, 65, 69]]"
9626,"[[50], [50, 42, 21, 53, 49, 81, 14, 65, 83, 29]]"
9627,"[[11], [11, 40, 21, 39, 25, 3, 10, 52, 51, 6]]"
9628,"[[50], [50, 29, 7, 56, 35, 36, 53, 32, 1, 10]]"
9629,"[[98], [98, 78, 83, 65, 27, 11, 14, 100, 34, 21]]"
9630,"[[27], [27, 31, 54, 50, 53, 61, 62, 49, 32, 36]]"
9631,"[[94], [94, 91, 86, 95, 76, 89, 96, 16, 81, 78]]"
9632,"[[83], [83, 81, 87, 72, 91, 89, 76, 92, 94, 53]]"
9633,"[[89], [89, 72, 83, 50, 97, 87, 99, 91, 95, 93]]"
9634,"[[50], [50, 53, 29, 35, 21, 32, 49, 72, 27, 42]]"
9635,"[[54], [54, 98, 14, 47, 49, 72, 32, 89, 28, 53]]"
9636,"[[27], [27, 89, 50, 32, 62, 5, 49, 36, 54, 53]]"
9637,"[[29], [29, 50, 35, 65, 27, 89, 98, 36, 53, 72]]"
9638,"[[7], [7, 15, 1, 10, 50, 8, 13, 5, 29, 3]]"
9639,"[[89], [89, 100, 31, 50, 85, 36, 27, 81, 1, 61]]"
9640,"[[32], [32, 89, 50, 29, 7, 36, 35, 53, 19, 27]]"
9641,"[[32], [32, 49, 61, 54, 50, 53, 31, 68, 62, 27]]"
9642,"[[29], [29, 7, 50, 35, 89, 36, 32, 8, 27, 97]]"
9643,"[[20], [20, 28, 62, 19, 47, 48, 89, 68, 63, 27]]"
9644,"[[10], [10, 1, 7, 50, 29, 38, 8, 15, 35, 89]]"
9645,"[[65], [65, 50, 42, 81, 8, 14, 53, 54, 72, 21]]"
9646,"[[3], [3, 89, 11, 5, 91, 78, 97, 76, 7, 64]]"
9647,"[[89], [89, 20, 7, 32, 93, 27, 36, 50, 19, 78]]"
9648,"[[50], [50, 27, 62, 49, 53, 65, 68, 35, 36, 32]]"
9649,"[[14], [14, 12, 34, 26, 6, 39, 42, 46, 21, 65]]"
9650,"[[89], [89, 78, 54, 32, 93, 72, 73, 90, 97, 68]]"
9651,"[[62], [62, 68, 71, 47, 28, 89, 32, 54, 66, 49]]"
9652,"[[95], [95, 97, 89, 76, 50, 96, 72, 91, 32, 62]]"
9653,"[[27], [27, 29, 50, 53, 35, 31, 36, 32, 65, 61]]"
9654,"[[50], [50, 89, 36, 35, 62, 29, 7, 60, 32, 38]]"
9655,"[[50], [50, 53, 32, 49, 29, 35, 62, 66, 21, 36]]"
9656,"[[86], [86, 60, 94, 55, 10, 67, 9, 44, 1, 46]]"
9657,"[[60], [60, 97, 100, 85, 29, 3, 89, 1, 36, 10]]"
9658,"[[31], [31, 27, 65, 21, 36, 29, 11, 2, 51, 10]]"
9659,"[[65], [65, 98, 80, 21, 51, 53, 73, 100, 14, 83]]"
9660,"[[49], [49, 62, 68, 54, 32, 50, 61, 66, 31, 53]]"
9661,"[[89], [89, 55, 76, 91, 61, 54, 62, 88, 32, 9]]"
9662,"[[8], [8, 65, 67, 91, 14, 54, 22, 42, 60, 55]]"
9663,"[[50], [50, 62, 89, 36, 76, 72, 32, 35, 27, 53]]"
9664,"[[50], [50, 49, 27, 22, 38, 32, 41, 62, 10, 35]]"
9665,"[[100], [100, 10, 87, 3, 85, 50, 78, 27, 72, 73]]"
9666,"[[89], [89, 93, 76, 78, 72, 62, 32, 91, 95, 83]]"
9667,"[[60], [60, 50, 31, 62, 48, 49, 61, 36, 32, 94]]"
9668,"[[22], [22, 6, 25, 52, 12, 51, 31, 14, 11, 23]]"
9669,"[[32], [32, 62, 54, 27, 89, 50, 68, 49, 53, 61]]"
9670,"[[50], [50, 22, 10, 38, 62, 56, 49, 23, 66, 53]]"
9671,"[[5], [5, 50, 27, 36, 31, 81, 89, 10, 94, 21]]"
9672,"[[53], [53, 49, 54, 42, 14, 72, 98, 47, 80, 68]]"
9673,"[[89], [89, 91, 78, 8, 97, 76, 81, 77, 88, 54]]"
9674,"[[21], [21, 49, 50, 65, 53, 62, 42, 32, 39, 48]]"
9675,"[[89], [89, 50, 27, 62, 36, 29, 35, 1, 76, 72]]"
9676,"[[29], [29, 7, 50, 27, 36, 65, 11, 5, 31, 35]]"
9677,"[[89], [89, 8, 62, 36, 32, 27, 91, 50, 88, 29]]"
9678,"[[94], [94, 60, 97, 62, 89, 86, 96, 18, 10, 88]]"
9679,"[[60], [60, 50, 97, 1, 29, 10, 36, 94, 89, 64]]"
9680,"[[3], [3, 50, 11, 29, 89, 40, 23, 27, 35, 62]]"
9681,"[[91], [91, 83, 81, 54, 29, 100, 8, 65, 89, 21]]"
9682,"[[91], [91, 89, 50, 53, 81, 29, 97, 83, 32, 54]]"
9683,"[[62], [62, 68, 63, 32, 89, 50, 28, 47, 49, 29]]"
9684,"[[29], [29, 50, 89, 1, 2, 83, 48, 49, 97, 72]]"
9685,"[[29], [29, 50, 49, 53, 35, 32, 65, 68, 62, 66]]"
9686,"[[50], [50, 29, 53, 35, 36, 27, 31, 2, 46, 56]]"
9687,"[[81], [81, 78, 100, 85, 50, 21, 83, 73, 72, 11]]"
9688,"[[50], [50, 27, 61, 36, 31, 53, 45, 35, 11, 78]]"
9689,"[[28], [28, 62, 49, 47, 54, 6, 12, 61, 66, 42]]"
9690,"[[14], [14, 22, 47, 63, 25, 39, 42, 23, 28, 46]]"
9691,"[[62], [62, 54, 65, 68, 61, 49, 47, 66, 28, 32]]"
9692,"[[50], [50, 36, 29, 35, 2, 27, 53, 87, 89, 1]]"
9693,"[[27], [27, 50, 36, 62, 48, 7, 49, 32, 5, 19]]"
9694,"[[7], [7, 50, 89, 36, 91, 10, 95, 85, 93, 32]]"
9695,"[[31], [31, 61, 27, 53, 72, 50, 80, 100, 73, 89]]"
9696,"[[21], [21, 34, 39, 6, 49, 61, 53, 66, 31, 40]]"
9697,"[[27], [27, 31, 61, 100, 36, 50, 53, 54, 72, 29]]"
9698,"[[31], [31, 29, 50, 36, 27, 65, 21, 61, 11, 53]]"
9699,"[[49], [49, 47, 42, 53, 28, 62, 54, 68, 39, 14]]"
9700,"[[81], [81, 21, 42, 50, 100, 98, 22, 26, 53, 49]]"
9701,"[[41], [41, 27, 50, 6, 32, 31, 73, 36, 100, 89]]"
9702,"[[53], [53, 50, 62, 27, 54, 36, 35, 49, 32, 61]]"
9703,"[[50], [50, 53, 29, 65, 21, 36, 31, 49, 32, 54]]"
9704,"[[36], [36, 53, 50, 35, 89, 27, 62, 31, 61, 69]]"
9705,"[[97], [97, 89, 63, 62, 90, 68, 19, 7, 32, 47]]"
9706,"[[51], [51, 6, 21, 52, 65, 14, 27, 31, 34, 80]]"
9707,"[[50], [50, 53, 35, 95, 29, 36, 69, 89, 56, 49]]"
9708,"[[35], [35, 29, 50, 36, 89, 27, 10, 1, 87, 31]]"
9709,"[[98], [98, 81, 89, 97, 50, 72, 100, 91, 54, 42]]"
9710,"[[65], [65, 14, 21, 31, 53, 34, 2, 26, 11, 25]]"
9711,"[[89], [89, 32, 62, 47, 93, 68, 54, 19, 10, 35]]"
9712,"[[6], [6, 54, 14, 62, 100, 65, 61, 78, 72, 53]]"
9713,"[[49], [49, 62, 66, 68, 61, 75, 6, 32, 53, 31]]"
9714,"[[10], [10, 29, 8, 50, 46, 54, 14, 38, 22, 35]]"
9715,"[[54], [54, 65, 62, 53, 31, 49, 32, 61, 27, 36]]"
9716,"[[5], [5, 50, 3, 78, 11, 10, 81, 75, 27, 76]]"
9717,"[[27], [27, 31, 29, 65, 50, 66, 35, 36, 61, 53]]"
9718,"[[83], [83, 50, 89, 81, 53, 49, 72, 31, 21, 29]]"
9719,"[[89], [89, 83, 76, 72, 78, 92, 91, 87, 93, 32]]"
9720,"[[62], [62, 68, 32, 49, 89, 50, 54, 53, 35, 29]]"
9721,"[[26], [26, 2, 12, 31, 56, 14, 22, 25, 27, 69]]"
9722,"[[50], [50, 29, 36, 35, 10, 32, 8, 53, 1, 11]]"
9723,"[[50], [50, 89, 56, 36, 35, 29, 62, 22, 32, 18]]"
9724,"[[3], [3, 1, 10, 2, 44, 60, 23, 11, 57, 7]]"
9725,"[[10], [10, 44, 23, 3, 1, 11, 22, 67, 40, 24]]"
9726,"[[8], [8, 15, 10, 18, 89, 7, 36, 29, 60, 50]]"
9727,"[[89], [89, 27, 91, 65, 53, 36, 31, 54, 50, 76]]"
9728,"[[65], [65, 53, 50, 29, 36, 31, 35, 14, 61, 27]]"
9729,"[[29], [29, 81, 50, 8, 15, 10, 91, 35, 53, 41]]"
9730,"[[63], [63, 28, 62, 68, 48, 47, 90, 94, 71, 86]]"
9731,"[[27], [27, 31, 50, 36, 65, 21, 29, 49, 35, 42]]"
9732,"[[27], [27, 66, 31, 61, 34, 12, 6, 68, 49, 87]]"
9733,"[[91], [91, 94, 50, 87, 10, 81, 95, 27, 72, 89]]"
9734,"[[73], [73, 80, 78, 79, 92, 83, 77, 87, 76, 72]]"
9735,"[[89], [89, 62, 93, 32, 68, 47, 94, 72, 61, 49]]"
9736,"[[49], [49, 89, 50, 53, 32, 62, 29, 68, 72, 36]]"
9737,"[[7], [7, 27, 5, 89, 31, 36, 3, 61, 19, 73]]"
9738,"[[31], [31, 53, 50, 27, 65, 35, 36, 21, 29, 66]]"
9739,"[[42], [42, 54, 49, 21, 28, 14, 47, 78, 39, 53]]"
9740,"[[89], [89, 97, 54, 91, 50, 93, 100, 87, 29, 88]]"
9741,"[[89], [89, 87, 88, 97, 72, 91, 96, 95, 78, 82]]"
9742,"[[32], [32, 89, 50, 10, 62, 54, 38, 35, 29, 88]]"
9743,"[[32], [32, 61, 80, 89, 54, 6, 53, 62, 76, 31]]"
9744,"[[49], [49, 62, 27, 47, 28, 68, 54, 72, 78, 61]]"
9745,"[[50], [50, 31, 89, 29, 49, 81, 53, 36, 27, 83]]"
9746,"[[62], [62, 68, 49, 50, 19, 72, 53, 47, 97, 96]]"
9747,"[[60], [60, 50, 63, 10, 22, 3, 29, 14, 42, 25]]"
9748,"[[87], [87, 89, 88, 50, 35, 29, 66, 32, 36, 76]]"
9749,"[[50], [50, 29, 35, 36, 32, 27, 89, 53, 54, 69]]"
9750,"[[65], [65, 50, 36, 29, 27, 31, 55, 53, 54, 69]]"
9751,"[[50], [50, 29, 35, 89, 36, 72, 83, 10, 53, 27]]"
9752,"[[80], [80, 73, 78, 72, 81, 83, 100, 79, 76, 98]]"
9753,"[[29], [29, 50, 32, 27, 36, 35, 89, 62, 49, 53]]"
9754,"[[10], [10, 34, 2, 26, 46, 25, 22, 21, 12, 14]]"
9755,"[[42], [42, 14, 98, 65, 21, 83, 26, 100, 53, 39]]"
9756,"[[62], [62, 54, 49, 47, 50, 61, 32, 68, 48, 42]]"
9757,"[[87], [87, 61, 66, 49, 31, 89, 62, 88, 50, 100]]"
9758,"[[10], [10, 55, 3, 1, 9, 60, 67, 64, 11, 43]]"
9759,"[[50], [50, 36, 53, 27, 35, 29, 32, 72, 89, 69]]"
9760,"[[62], [62, 68, 32, 49, 53, 54, 50, 66, 72, 35]]"
9761,"[[83], [83, 100, 98, 21, 72, 85, 89, 39, 78, 73]]"
9762,"[[32], [32, 54, 50, 29, 27, 89, 36, 61, 53, 8]]"
9763,"[[49], [49, 72, 62, 89, 53, 50, 61, 31, 32, 66]]"
9764,"[[50], [50, 27, 62, 48, 36, 49, 54, 3, 32, 7]]"
9765,"[[86], [86, 94, 88, 60, 89, 10, 90, 64, 82, 28]]"
9766,"[[78], [78, 73, 80, 72, 83, 100, 85, 77, 76, 81]]"
9767,"[[50], [50, 36, 53, 27, 29, 32, 89, 35, 31, 65]]"
9768,"[[100], [100, 50, 53, 29, 21, 65, 69, 31, 42, 54]]"
9769,"[[89], [89, 50, 29, 53, 72, 32, 35, 54, 93, 69]]"
9770,"[[50], [50, 62, 27, 49, 32, 35, 53, 89, 68, 29]]"
9771,"[[29], [29, 35, 50, 27, 36, 31, 12, 66, 11, 46]]"
9772,"[[48], [48, 62, 49, 60, 11, 68, 3, 54, 50, 10]]"
9773,"[[89], [89, 62, 50, 36, 27, 93, 35, 49, 68, 32]]"
9774,"[[27], [27, 36, 94, 15, 86, 5, 13, 18, 50, 89]]"
9775,"[[29], [29, 50, 65, 53, 35, 42, 21, 54, 69, 14]]"
9776,"[[54], [54, 10, 35, 27, 50, 36, 65, 53, 12, 62]]"
9777,"[[10], [10, 6, 70, 11, 38, 23, 34, 12, 62, 30]]"
9778,"[[55], [55, 60, 100, 22, 3, 10, 21, 67, 62, 50]]"
9779,"[[28], [28, 62, 68, 47, 63, 89, 49, 71, 66, 32]]"
9780,"[[5], [5, 7, 29, 100, 36, 50, 27, 31, 48, 3]]"
9781,"[[10], [10, 6, 27, 11, 12, 50, 36, 61, 31, 40]]"
9782,"[[11], [11, 83, 14, 46, 94, 10, 41, 4, 34, 72]]"
9783,"[[89], [89, 83, 76, 72, 32, 91, 78, 93, 54, 77]]"
9784,"[[29], [29, 32, 50, 54, 49, 53, 35, 27, 36, 62]]"
9785,"[[21], [21, 50, 27, 65, 14, 53, 29, 42, 31, 35]]"
9786,"[[32], [32, 89, 7, 50, 62, 29, 97, 49, 36, 54]]"
9787,"[[21], [21, 29, 53, 50, 98, 27, 65, 31, 39, 80]]"
9788,"[[50], [50, 83, 53, 89, 65, 72, 76, 29, 35, 42]]"
9789,"[[62], [62, 61, 68, 27, 53, 66, 32, 47, 54, 49]]"
9790,"[[100], [100, 31, 21, 27, 61, 65, 73, 80, 53, 51]]"
9791,"[[10], [10, 3, 11, 1, 5, 44, 50, 22, 62, 48]]"
9792,"[[62], [62, 36, 32, 50, 54, 89, 53, 66, 27, 61]]"
9793,"[[65], [65, 81, 21, 29, 42, 50, 14, 53, 83, 91]]"
9794,"[[65], [65, 27, 50, 53, 31, 83, 21, 72, 98, 100]]"
9795,"[[50], [50, 29, 35, 7, 89, 36, 53, 27, 56, 18]]"
9796,"[[43], [43, 67, 57, 24, 9, 60, 44, 91, 95, 86]]"
